Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,category,n_genes
GO_Molecular_Function_2021_fixed.gmt,5'-3' exodeoxyribonuclease activity (GO:0035312),1/8,0.04726430274296493,0.1916120381471551,33.16783216783217,101.22822269140514,PLD4,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,ATP binding (GO:0005524),1/278,0.8176647585259128,0.8684452730571868,0.876015876015876,0.17634449865075236,RPS6KA4,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,C-acyltransferase activity (GO:0016408),1/11,0.06441455918384115,0.2012954974495036,23.685314685314687,64.95497641616475,ACAA1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,CD4 receptor binding (GO:0042609),3/8,1.153390437388526e-05,0.000576695218694263,108.5892740353172,1234.6838978073679,PLSCR1;HLA-DRB1;CD74,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,DNA binding (GO:0003677),2/811,0.9609979872453255,0.9806101910666587,0.4842977233998747,0.019266799114097396,MNDA;SAMHD1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,"DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)",2/333,0.6010041704328721,0.7154811552772288,1.2337537306248194,0.6281699132674802,KLF4;PLSCR1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,DNA-binding transcription factor binding (GO:0140297),2/208,0.3580993519315167,0.5266166940169363,2.0020435148455342,2.0559882004103627,KLF4;SPI1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,GABA receptor binding (GO:0050811),1/11,0.06441455918384115,0.2012954974495036,23.685314685314687,64.95497641616475,GABARAP,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,GDP-dissociation inhibitor activity (GO:0005092),1/13,0.07567855950096192,0.22070035877890168,19.892307692307693,51.347225881965194,CCDC88A,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,GTP binding (GO:0005525),3/189,0.10579788344218888,0.24414896178966664,3.1534900765714506,7.083447506272288,RAC1;ARF3;ARF5,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,GTPase activator activity (GO:0005096),3/336,0.33066402324090627,0.5061184029197545,1.7412984155404312,1.9270121657984631,RGS1;RGS2;CCDC88A,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,GTPase activity (GO:0003924),1/216,0.7325560574781514,0.8324500653160812,1.1340840134343615,0.3529444235274731,RAC1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,GTPase regulator activity (GO:0030695),3/233,0.1659421711051688,0.3191195598176323,2.541909205824061,4.565563587087234,RGS1;RGS2;CCDC88A,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,IgG binding (GO:0019864),2/5,0.00035465576515983805,0.00886639412899595,120.177304964539,954.732124728984,FCER1G;FCGRT,5,GO_MF,100
